segment_id,name,country,distance,city,athlete_count,polyline
34344577,Tay Ho Pub Crawl,Vietnam,310.7,Hanoi,34215,{gr_C_o{dSK?MDa@HQJSFKNa@VONc@`A[X]Nc@Fg@L]B{@T]Dc@F
28937020,Nhat Tan bridge forward,Vietnam,5987.0,Hà Nội,4219,u_r_C_nydS_@EOR_@~@_BlFUj@eApDCDw@ZYFOCiA_@WCa@OWCy@Ws@Y[ECCQCg@Q{Ac@QMOCw@YYE{@Yo@Kg@S_ASm@U}A_@{@]SCc@SIA_Ac@ME[SYKUQUEYOwBqAYKmAs@WKiAs@_Ac@gAm@CCSGKOsB{@WS}A_Aw@[MKWKe@[i@WgAa@_@Ss@SWO[[i@Wg@]MEc@YYMwBiAsAm@w@c@a@QmCyAOE}@i@cAe@MKi@QyBeAm@Q_Ac@yAa@_@SOCUKg@Mo@Ya@K[Sy@UmCaAe@KwCiAOEc@Uy@We@S_AY}@a@kA_@w@[}Ac@s@[c@K[QWIg@UuDmA]QmBk@oAc@QOgAYs@[UEeAc@gDiA}@c@QA_@KKI]Ia@Uy@SwB{@QC_@Kc@Ue@Mw@[g@Ic@Q[Me@[o@UyBm@a@QMEe@U{@QsAc@sAWq@OKE{@MYIo@Ii@Mi@G{A_@}Ba@oBI}@QaAKiCGc@Kc@G}CAa@Gs@C_C@i@EeBCWCwBAiC?m@DwA?KAIBs@?oCGYAGAM@QCgBCg@CBAC@AE@CB?BD@AGC?CCFC?L@AAC@BFVA`@Dt@?
23769837,Stairway to heaven,Vietnam,3992.3,Hà Nội,5833,cbu_CcjzdSwAs@o@a@oAi@sBkAkBu@mA_@qB_AwAa@u@Wq@OYOKAk@Ui@[_@Ig@UsAg@o@[cCw@g@Ui@MKAaBk@uEkBgBg@eCy@e@UoAa@_@U_@KUMu@WaBw@}A[wAe@s@[WI_A_@s@S{Aw@}Ag@[GaAa@sA[c@W_@Ki@Yu@SgBq@}@W}Bs@aAe@k@MWMaA[[O_@G}@a@aHeBs@Ka@IiAOo@Mq@Kc@Mg@Ki@I_ACa@MUCmESm@Ko@BUA{@MmAGm@@uAGcC@gADsAGqAAkADeBEaABkAC{ADo@EgABcCIW@e@IK?_@GWC[D_@?q@BaCAcAD
30848606,Fly with Bee on the Red River dike,Vietnam,735.0,Hà Nội,4845,a`z_Co~}dSHaAFQPmA`@sB\aCJ_@XeBJu@AUVw@ToAPu@He@L[|@{DJQVcAJUFi@T{@NgA
33865335,Gia Thượng - Ngọc Thụy,Vietnam,2606.5,Hanoi,12710,ydr_CusfeS}@qCuAyD}@sCc@eAwAcFc@gASy@iDqKi@eC}@qBUk@Sw@[u@W_AaC}GaCiHi@oAOk@[q@Mk@]}@oDqLYs@]mAAc@@q@JgAAu@S{Ao@sBKk@Cs@JyA@aB[iBIgADy@RaBXsAHk@Ne@BSG_AUmBCm@
33914087,Ngô Gia Tự (Đặng Vũ Hỷ),Vietnam,733.5,Hanoi,11511,}ds_Cg~keS`@X|@dA^ZbBfBf@b@f@n@|CvCbBxAhDpDd@`@b@b@v@n@dBfB
33914089,Nguyễn Cao Luyện (Vạn Hạnh),Vietnam,513.0,Hanoi,12117,adr_Cq`keSjAsA\e@Z[^o@PSn@aAz@eANUt@y@Zi@z@y@zAgBjAyA
33914096,Lưu Khánh Đàm,Vietnam,614.0,Hanoi,13839,{pp_CccleSR_@x@mCl@{Ap@mBTgAh@}AZu@f@eB`CqHVaA
33914098,Hội Xá (Mai Chí Thọ),Vietnam,448.0,Hanoi,15742,koo_CqmmeSfDcBrB}@z@i@z@[x@c@h@Y~Am@x@c@n@U
17311604,Yen So Park - bridge 1,Vietnam,151.7,Hà Nội,12669,qa|~BslaeSNWh@sA^cARa@Rm@
15005065,Yen So park - bridge 2,Vietnam,232.7,Hà Nội,12629,{n|~Bi|aeSc@PcAVgHzA
17356820,Yen So Park (Cau 2 - Cong chinh),Vietnam,492.1,Hà Nội,11034,uz|~BkxaeSI@]Ce@_AW[y@m@aA_@e@Ga@?k@DQFYP]\QH]I_@BYTw@~@w@f@_@BUI[SUI
17356825,Yen So Park (Cong chinh - Gamuda city Rd),Vietnam,749.5,Hà Nội,7107,wq}~B{xaeSCCAYA_AEi@Ue@C]JuAJo@J]R]n@w@\Y\Gj@Ar@?`@CdAIzAG\GZAd@B~@N\H^BZAJER]FGJCNA`@DPKfA}@\A
30768126,Pepe-Tonyhouse 5km,Vietnam,4999.0,Hà Nội,11341,ioo_Cud{dSYPSPc@l@k@d@q@d@c@b@mAv@c@b@iAr@uDxCiAj@WDe@@{@Am@KaAc@_@We@m@g@iAYc@]a@UKWSg@s@w@e@QWIk@]k@OaAEKEGIAGBQb@Kd@Gz@Kn@Mh@ILUHiBLqBJK?GGq@mAc@i@_@eAIe@Me@aAkCeAmBi@w@q@aBOOGAIBSLSTKZB`@?r@FdA?`@DRz@|BRx@H^Bv@Rp@?ZCJc@x@EV?h@GVORy@r@]h@GHKDK?KCKGQWe@}@IIIEKAIB}@h@iAh@UHs@BW?UMGKwAgDm@oA]}@GW@KJWzA_BLSJ_@?Yo@sAUc@a@i@Q]]U]GQDw@@QFi@Zc@d@o@dAO`@m@j@KBm@F}AH}AZe@FGDCJYfBOb@_@Xa@RkCfBOR?JHR^f@fAnAfA|AdAjAN^jAdBt@r@BH@\CNGLIHo@ZOJiAhAeCtBk@n@EHAJDFVN\FbBh@hAv@bB^hA^f@Zb@P\T~@b@r@T~At@jBv@|@h@LPZ|@FJTP|@R`AHhAf@PJFH
34315850,Phu Tay Temple Blessing,Vietnam,610.8,Hanoi,10607,emo_C{f{dSDDFATUJCR?PBXZLVVTHTNDJJNFRAVDd@p@F\AXGJYXEJa@VQAIGc@w@OOSTCNKPIDCFAXKLk@L_@BUHa@?]JSEIKQMk@y@Ym@OA
10143706,Rowing Club,Vietnam,2938.7,Hà Nội,17733,yar_Cok{dSEIYcAo@[]E}@BYCK@[?i@\m@j@MRs@NMJy@\c@Zg@f@_@LkARc@NU^StAGTIJu@r@qAz@aAx@CH?LJTnBlC`@XTZ^j@Ld@jBnCRV\XDH@HAVEFc@RQBOJqAtA]Xm@p@[X_AdAGPDNTRr@`@LN`@Vr@^THTLPBZLf@Ld@Vv@PJFJLPDVLVFl@TZFZPXHNLbAf@VT`ATXLTNZZXJp@l@bAp@h@Pr@Dn@Xb@Xd@r@h@Z^Pr@N^?^FH@\EVBVJVZVR^Pv@PlAHT?PBVPt@NPFH?z@ZXXRNz@Rj@V^?j@E~@D|@Av@DXDFBfAz@^`@LBL?XK\Wf@?
8699728,South Side of West Lake,Vietnam,3792.1,Hà Nội,18330,cuo_CwxxdSLMXsBDQVs@JOj@o@NIREdA@REN_AFsBFWPa@\WNGfAObEeARKlByANGPET@r@RPAfA_@f@Ed@K~@_@`EqAb@SzD}AbB_ARGbAOh@KRIVCVBd@Pz@PVBRAVETQx@]f@Y~@URCf@KTKPOj@kB^}AXgAPe@Nm@r@eCZwAd@iCBWF}A?YOkBBo@f@qC`@mB\iBb@eBFm@@u@LiAPa@b@u@Ni@BWS}BAYDY|@wBJONKREv@M`@QXYJUF{@B{AESm@kBCS?i@Nk@@YGWKUk@w@wAcDc@y@EUAs@Ke@k@o@sA}@[]AUn@iA@YEo@BaANeBZ_BBSGS][EWAo@@UJk@Bm@
35750956,[VNO] Times City Loop [03][L][CW],Vietnam,1251.3,Hà Nội,2794,ohc_CehdeSeDPs@@iDA}EBYAGCMKGQEYAyAOcAG}AKe@AO@gAVw@LKVEbBBnAHnAEjBHvBGj@DnCAX@HBNPFTB\DhI
27495829,800m interval,Vietnam,805.4,Hà Nội,2858,i|c_CawdeSdABjB?bBOxAEnA@|@IVGf@Ah@Fl@?NBJRLr@BhAAz@CPQFq@L}AI{@Bg@?SCg@Dq@Gi@?k@Dg@Hw@F
28322149,time vòng nhỏ,Vietnam,1326.9,Hà Nội,3026,}ec_C}ldeSFh@HNGj@SlAa@PYBg@@g@Wi@A_@EeCJcE@g@F{BIWW?{FAwADuBZ]b@@h@Cd@Db@@|CUlAAh@BfA?jACh@Gh@?ZVLt@Dj@Mj@Qf@Mj@N`@J|@
18911203,Truc Bach island,Vietnam,714.6,Hà Nội,733,uqm_Cmd_eSq@Vy@Pc@Rk@NKHCF@NV|AHPFFr@ZdAJr@?^BhAI^Kf@YdA_ALOLUBSCGIAI?YHSBU?WEOM_@s@w@g@SKMAO@UD
23360942,Manh Linh Loop,Vietnam,437.9,Hà Nội,1054,exc_CeveeSH]Be@Mc@GMKGM?y@Rs@Ae@Mg@C[HGFEL?TD\An@DNHJ\@^Eh@CH@HAh@H`@?LAVOLY
33905513,Bà Triệu (Lê Đại Hành),Vietnam,840.5,Hanoi,14385,qch_C}t`eS^@\KlAHpAEVEZDd@?b@FVAn@@ZC|A@PBRLF@^G\AX@NNH@rAIRE|B@NBLFH?\Gv@Ed@DZGn@Bp@L\Ef@@f@E\?n@J`@LZC
38079648,Hang Duong-Dong Xuan,Vietnam,334.7,Hà Nội,19371,knk_Cgy`eSGDm@Nm@R{AVgBd@mA^yD|A
38079656,Hang Khoai,Vietnam,244.4,Hà Nội,8402,{`l_Cir`eS[gAqAsCOm@e@mAK_@Yi@
38079668,TranNhatDuat-NguyenHuuHuan,Vietnam,904.6,Hanoi,17080,yfl_C{`aeSnBiBLKn@o@\SrBiB`Aq@n@]hEkDfAq@f@Q\GRDN?tBEl@AfAKr@ArCMp@AxBO
33905426,Ngô Quyền (Tràng Tiền),Vietnam,265.0,Hanoi,32488,o{i_Cu~aeS`@@h@Jt@Rl@V|@RjA^`ATfAN
38079672,Lo Duc,Vietnam,1143.6,Hà Nội,12440,}bh_CiyaeSp@_@n@UZUhBaAn@SzBmA`Ac@d@OPMRGrBiApBs@j@a@hAi@`@O\Wd@Qf@e@f@[\]dAw@dDoB`Ay@t@a@VWr@g@RI|BiBt@c@
33909346,Đại Cồ Việt (Thống Nhất Park),Vietnam,419.0,Hanoi,19871,cdf_Cc``eSd@pH`@jIBxBEf@
33952158,Cầu vượt Nguyễn Chí Thanh,Vietnam,641.0,Hanoi,11036,gdk_CexydShDt@jCd@hBb@hBT~Bl@vCn@dBZpEt@
16393852,Lieu Giai-Van Cao,Vietnam,1295.4,Hà Nội,12717,uek_CewydSMKy@Sc@G]Wm@Ki@W[Kk@YUE_@BWEWKUQ{AYQGm@?cAMYO}AIaAa@OCc@Ec@YOEc@BWAQCa@OOAWMo@MQ?WFa@Iq@UYMs@MWIMIm@Om@GoBm@{@IMMKUOEO@SHI@u@Oo@S]Ds@IUMOUwAKe@UYa@K]Ca@
38079676,Pho Hue (Tran Hung Dao),Vietnam,1334.6,Hà Nội,9886,whf_C_caeSw@FkBIi@BYE_ACcBIaA?w@ESGiA@uBCqBIk@BU?_DDiADiAJgCD[B_BVc@Jm@Be@AqAEi@Ky@Ew@Ow@S{@Oy@G_B[g@Cc@GMEs@Ke@@qAS
14279503,Hoan Kiem Lake Loop,Vietnam,1643.6,Hà Nội,81123,gsi_CceaeSHM@G?QJo@?]Zq@Nk@Ba@CIEEkAa@_AAY@{@Ou@GK?e@Ci@Ke@@YAg@KMIaAGeAQmA?e@IiAIk@DSCe@Fk@`@[Fe@Po@^e@LWTi@j@IXO|@Gn@?r@EVDt@Nh@HNRVJHXHZPPDX@PAb@ONCL?`@HP@XMx@Wr@EpBUlCXZ@VFp@@j@KZIz@MvDiA
33905500,Dốc Bà Triệu,Vietnam,672.0,Hanoi,20043,cji_CiaaeSf@BrAR^JLHfAVf@VhBVxA\p@JnBj@bAPr@Vj@Hh@V`@DnB^THf@F~A`@
38079685,Tran Hung Dao - Thien Quang,Vietnam,406.2,Hà Nội,4915,_zh_Cyp`eSd@LdAPxCp@t@T|@P~Bj@|@Xx@Lb@P`@F
35765550,[VNO] Times City Loop [02][M][ACW],Vietnam,1062.8,Hà Nội,2867,mec_C}ideS@kCD]Eu@O?]Hi@?gAMeBCq@Ng@DiB?mACo@DwCEQ@EDAHBhAGxDDPFDb@DlBBzD@jBC|E@
35892573,[VHOP] Pearl Lake [ACW][Part 4][VNO],Vietnam,613.6,Hà Nội,7272,sgc_CcrseSf@w@d@}@vBuEbK}S
35892615,[VHOP] Pearl Lake [ACW][Part 3][VNO],Vietnam,414.1,Hà Nội,8502,sub_C}rteScBaAy@k@gA_Aq@w@a@k@]o@k@sAm@oBSqA
35895240,[VHOP] Pearl Lake [ACW][Part 2][VNO],Vietnam,423.1,Hà Nội,7433,gqc_CidueSuBtCuDvFqDjF
36565544,Angel's uphill.Main part,Vietnam,730.9,Khánh Hòa Province,1038,__`jAifpySQV?^IT_AhAIV[b@YVQD_@N]F_@BGA}@TQEcAh@g@\s@XI@i@VUFSLSHON_@JI?GR]Hg@PU@KNIDS@e@TKRCR?RMl@?R@HDFb@XRH
30665953,Uphill Hòn Chồng,Vietnam,215.0,Khánh Hòa,2652,g{{iAo~oySAGBS`@e@FS@QASm@{ACSBSFULKd@QX?
6513540,Phạm Văn Đồng Climb,Vietnam,434.2,Khanh Hoa province,9694,sk`jAkhuySEKEi@HcCA[Ik@i@mBIc@Oe@UI[Se@IwAj@u@`@WFQHEFMB
35864338,В горку Г,Vietnam,1191.0,Khánh Hòa Province,7257,aq`jAywuySYHk@^q@RoAn@}EnBeCfAk@RmD~AgCbAc@J[@OCUG[Y[e@k@mAaAaBk@s@u@o@UWoBkBcAcAeA{AsBgC
38049535,Amiana - Lương Sơn,Vietnam,6662.2,Khánh Hòa Province,320,}p`jAuwuySw@XgAf@sBx@{Ar@wBv@eChAe@PeGhCi@Ng@A]MYUyBaEe@q@_A_AkD{Ca@e@kDoE[g@e@_@c@Ue@Gq@Aa@Da@Li@T]b@mAdBu@~@{@|@mA|@k@h@WNe@Rm@JoADc@?[B_@JWLURa@d@qAjBaBrAw@z@_@p@s@bBYf@gA`CEZ?T`@fBHf@@RIn@Q\UPcBz@uAb@kALmBDYBWHk@VmBnAi@h@Wb@]v@_@dAgA`Cc@hAIXe@fCEn@Bt@~@tF?ZE\Sb@QNg@VmEjBgBr@[Py@XqATeCFuA?}APuAb@c@T_@\Q\Mf@C\@XDXP^~@`AbD|Cd@^b@d@NVN\Dd@G\Sp@INi@r@U`@IZEf@?d@DZPp@f@nAFfAAXw@|Eu@rDaB~F{@rDc@rASt@Wt@c@z@MVe@n@c@d@kA~@}@b@wAj@w@Po@Hy@F_A@yEAqCDyCAq@EgAQaE_A_BYk@SgCi@mAOaAAi@@{AVq@Rs@\u@l@UXSR{@lAON
6513541,Phạm Văn Đồng Climb,Vietnam,815.0,Khanh Hoa province,3575,exajA}ruyS]]u@e@[g@I?s@i@CM]]c@m@g@y@c@g@a@k@UQOUg@g@GKGAWOu@i@SGKDOA}@TURi@XeBfC_BjBcA~@uAdA
35864341,прямая,Vietnam,1181.7,Khánh Hòa Province,9238,so`jA}esySFtCV~CVlBl@xC~@zC~AnDVt@|@dBfBbEd@r@j@pAj@dAl@tARh@jAbCNj@PfAJvA?r@
3564791,Trần Phú Climb,Vietnam,2266.96,Khanh Hoa province,7572,y`tiAwvnySLSH_@hAYv@[RGPKPGb@?b@IJ?PEn@E^Iz@[`@I`@SZEh@Ob@S`AWROxAm@l@[p@Ul@[ZEx@]PC|B}@d@KfB{@jDsA|@c@~@YdB{@t@Yr@_@r@Yt@c@RGNK\Ov@a@tFmC|A_AjAaA~BgC^]|@eAbDcDn@u@pBkBt@}@t@o@bBiB~@{@NSjAgA
4785441,Happy Light to Havana,Vietnam,504.7,Khanh Hoa province,1698,kiuiAwunyScHf@kEV{Kb@
13844327,UBND Hoang Mai 1.1Km,Vietnam,1142.7,Hà Nội,1036,en~~Bqr`eSF~@BnCCfBDNjABbAARb@Hd@Bf@G~CFlA@f@Cd@d@?nBGZIDw@?uEEg@OU}@m@Ua@C}D@[EgADMEq@AEc@AkADu@CiA?
35765546,[VNO] Times City Loop [03][L][ACW],Vietnam,1280.2,Hà Nội,2658,mec_CqjdeSFkCGaFC]KQc@Sc@AkADm@LiABuCCu@Be@?s@CuC?_@NKLAFAl@DdFD|AAv@Bh@FLPDbDDdCCnJB
38094089,TranKhatChan (LoDuc-Hue),Vietnam,924.9,Hà Nội,12374,}jf_Cg{beSF|BG\FnBGnAH`@GlA@t@Ed@Dt@AdABj@InCB`AJ`CLj@PxBBb@ARXlARvCP`A@jAMx@El@
34344625,Phu Tay Temple Blessing Return,Vietnam,601.3,Hanoi,6909,ato_Cg`{dSr@`@RTf@z@NLJAPOJ@HCVKRBVANDHCH?JIHSHKDMAY`@[@@BHTFBFZRFRFFD@NIHQHAHMF?FMHCBQEGE[KSCKSQEAYBCAEBKCMOIMCMOMCGSQMOWOUEYLGJSDC?KM
30409431,East side @ Banana Island,Vietnam,1254.5,Hà Nội,1441,awm_C}haeS}Ap@iAn@aDtAmCtA]Vg@Rw@r@u@z@yB|Au@T}Bd@wAb@aDxAoBlA_APIFOb@IFk@X}CbBuAb@q@b@m@R]XaBfAOF
38411829,Đường Hoàng Diệu,Vietnam,874.0,Hà Nội,2692,_ql_Cyz~dS`@CrAJnA@^H`@@`ANVLn@D\A~@FVDx@?TFd@BVFVCv@Fh@Mb@VVJ\ER?p@L|@Fv@Jp@?b@I\H^@h@NVEj@JnBB^Hh@PHFDJ
35025068,Sprint 400m Flower Lake,Vietnam,417.3,Hanoi,3413,egs_CavzdSSJe@^}BnBkA|@SJI?MCQO}C}C[]c@s@AIDA
30738459,Đường ven kênh 1 chiều,Vietnam,1174.5,Hà Nội,1103,}v__CqnceS?zDGfD?zACfIElA?z@xCjNtArFN^^d@ZVZPbAPnD`@pBX
17356810,Yen So Park (Cong chinh - Cau 1),Vietnam,1544.4,Hà Nội,9238,wp}~BysaeSQR_@PUVI^QbB_@fCU^_@NORMtBGb@Ad@J`@b@dABV?`@Rf@ZLX@d@E`@H^Nx@@xCEd@Kr@GdDSPE`@WXYfBq@^CTGb@Lx@BHC^SZUHCb@Cj@f@d@AXSHS@i@FQ\]XOZKXSdAoBZ[T@^?JMHi@DC`@?\It@g@n@E
17356817,Yen So Park (Cau 1 - Cau 2),Vietnam,1003.2,Hà Nội,3791,i}{~B_uaeSa@{@UgAKoAQ}@g@eAEa@Ka@c@oAGIUQ_@KMMm@kBCiAQMUBIP?DFNTPJTH`@b@~@TTf@XPR`@bANf@@HEHe@Jy@LcBZOCq@q@]S_@I]FQXG`@E|@U\
23233143,Yen So Park 2000m.,Vietnam,1996.1,Hà Nội,198,ei|~Bs~aeS[g@_@]SI]@UTK`@I|@MZOLwBf@iARoAZyAX]BWGs@gA[UGIUQu@_@q@Su@K]@c@Lo@l@MFs@KMFkAvA{@p@i@r@ElAj@PJLL\ZhATh@PT^\fAt@LFRBZJHC`BBTBXJXDNANGNSH]|@oAb@}@TkABqAA{@E]FU`@Mj@GbDu@f@Q~@Or@SLD\b@D@bAjAXBREVUNa@Bc@Fc@A[IWII
15005071,Yen So full 3Km,Vietnam,3124.7,Hà Nội,520,qp}~BmsaeSb@J\Tr@hBTb@r@x@^RhA^b@Dh@Df@?f@Df@Ld@ET_@Re@p@}@T_@Rc@Lg@Di@EsAImAT]b@I~F{AfAS`@KV]BsAVa@d@G^PTPp@|@d@@pBg@d@QZANb@Tb@Pb@f@|CT|@Rb@Gf@i@dAqAbDEFa@@a@F}@h@e@DWRMd@e@Bc@N[Zi@fAYXe@N_@XY^@j@Q`@e@Rc@G][c@IQF]V_@N]De@@gAc@a@@w@z@_@TW\_@Pc@Fe@?kCPe@LQ@aE@gA[iAJa@QQa@AMBi@_@gAUa@?i@Je@HwBx@u@La@ZkCT}ATa@ZU^I
17293530,Yên Sở park - cầu,Vietnam,203.1,Hà Nội,3968,oz|~BmxaeSfEgAtCi@
33816330,Yen So Park - Đảo nhỏ,Vietnam,406.4,Hanoi,1023,wn|~By{aeSJCTJRPj@t@`@Nb@INMJQHa@Fs@?]Qa@_@i@WUg@Qc@DUZKzAW`@KD
34361490,Ga 400,Vietnam,343.9,Hanoi,3644,u|__CgkfeStCr@lDb@fDBbAAp@E
17680737,Yen So Park Full Loop 3Km,Vietnam,3062.9,Hà Nội,6092,cr}~BayaeS?d@\ZAjAId@_@PW^Mb@KlAQjAYrAW^g@`@QnDBf@V^Jd@DlAT\\N`@@ZOfAVd@Dz@Fr@Gl@@b@KZEd@CHCf@Ar@IhAE`@SVa@v@s@NYPKd@D`@R`@NVBd@Ab@Oz@k@T?Z\`@J`@CV_@By@Va@\Yr@YT[b@eAT]^QRD`@CFk@NKd@CXI`@SDIn@M^Mf@sAh@cB^cAKe@KU_@cBAe@Ig@Us@c@gAY?eA\}@Va@F_@SU_@QQ]Ug@E_@TM`@MlASd@iARgBb@qCj@WHc@Fg@FECa@{@Ye@y@u@c@Sa@Ka@Gc@?e@Ba@NOJCFa@`@c@Ic@@[VaAlA]Pc@Nc@Ic@[
17356829,Yen So Park (Gamuda city Rd - Cong chinh),Vietnam,726.2,Hà Nội,6374,ev|~BilbeSQZw@l@SHgANe@`@YD_@C_AUcAE{@@mCT{@@{@FYHSA]DURQ\e@h@KRK^UpCZx@D|A
22909857,Times & Park Hill Loop,Vietnam,2351.8,Hà Nội,1488,q|c_CewdeSFC^B|@d@`@BJA\OLHd@KT?JFb@e@l@\j@DPHf@BZF^WhAMh@ARJR@ZIRD^@HCJ?HFPQx@c@TCDBJERFb@OP@HHbAj@~@_@hBXBBCTIRMRG`@Db@_@l@CLF\^|@F`@LVCHEBBJUTc@XK^UF{ApAMh@A\E^H`@BVQf@Ed@Jd@Tf@\f@F\MTCBc@OA@YAK@Q]MKe@K_@?e@Wc@Oc@a@WI_AAe@JoABe@Au@K_@@MAi@D]?k@E]D_@?y@GU@yBl@EAU]UoAQY@UFYOQBSKSBk@Nk@@WHc@AMFMFAS_@?QBM@WA_@S]@g@NiAC_@FUSSWe@?ELQFC|@AHC
18473480,EcoPark TownShip 2,Vietnam,1942.6,Hưng Yên,4805,kv}~BkeoeSvGNPPdApCT`Ar@`Ct@pBFXJv@J`@RPXDf@?XI\KrB_AxBiApAi@r@Md@Ax@VRPjAj@hDzAZH`@B^EZMXYbAwCx@uBZaARe@v@gCvBeG\yAHk@Dg@?e@G[WU[MeBYu@UaAa@uAy@_@O
35952039,Grand The Island 3.5k,Vietnam,3511.5,Hưng Yên Province,209,i{|~BkvneSTMLOtAc@RMh@E`@BJBl@^PFR@VHFFLPXPd@P`@GF@PJFLNJj@RTDR?b@ERG@Q@GXKLi@Vm@XaALQHUPcAV_@t@mBHm@DSXe@JW@[He@NUNMBa@Li@XWTo@Hc@B_AFW?[Ga@Q[GEc@M}@Om@UaAW_@U[Wc@QGKOIIAe@HSE[[E[SWa@UaBoAw@u@a@YmAiAOSc@_@KEUFK?QN[R_@Fo@HgB@w@XSDa@N]Ta@JSAm@DeAPQCWKUEaABkAL_@Nq@PaARi@ESF[ASJY@[RUBURQHg@HQRKD[CW?WQQEU?SEOBWnB?fAGT@f@Hh@Rr@\l@j@z@j@`AbBvBFFN?^H^b@VB^J\BRD\?VBpAAn@THPDd@NLt@nBTz@PTTn@Jb@?ZFRRl@JJ\bAHFb@J`@Vx@BPLH@|BgAr@c@
25239123,HỒ HOÀN KIẾM (STRYD),Vietnam,1653.0,Hà Nội,82938,gri_CamaeS_@Mc@EOG_@@IEWAYGS?e@KwAEcAOeCSUGS?u@MeAJQEm@?MEiBEYCUB[FUPs@\QRe@LGHy@j@OZEZAXCRAj@Gn@C`@Gb@@h@Rb@TXRLJJXPb@DZADET?NIV?REJGR?HEJAT@VIJ@JDZ@dAUJERFTADCbABFC?KD?\FL?h@L\BbAQ^EH@b@GL?RK`@GXONEZ@f@MN?TCN?b@c@Pe@Da@HWNkATs@Ea@GIIA
25517489,Nguyễn Hữu Thọ - Giải Phóng - Hồ Linh Đàm,Vietnam,1523.3,Hà Nội,2670,eq~~Bi`}dSC[[eBMe@Gi@e@uAKq@Ee@]}Aa@yAKm@w@}CYiBI}@Ck@?_@Ec@@WCe@G_EEYBm@IuA?sAP}@Vg@d@u@Pc@LSHU`@_BD_CL]RUlA]|Ba@~C_@pAKl@CbE@
17103159,Hanoi lake west side,Vietnam,612.5,Hà Nội,18981,uxi_CkdaeS[HM?g@P_@Fy@Bg@Ha@JOHe@E[Ko@GqAJ[?g@B]FWLQBkAAu@h@YBe@TWBa@A]E]KECQWAUOg@JsAG[FQ
33909332,Trần Nhân Tông (Hồ Thiền Quang),Vietnam,350.0,Hanoi,15231,a}g_Csq_eSD_AGoA@w@Am@HeBAk@HqA?gAFmBAQ
14279464,Thien Quang Lake Loop,Vietnam,1088.0,Hà Nội,4431,m}g_Cqy_eSBi@AYD_A?m@Fk@Ck@HkAEg@EMOQ}@[MMg@QWEYKIAMHE@UCSGI@IFST]NQVId@QVUfAMhASnAQd@@|@OfAITETBLVNBFAh@BFBBNBrACdALb@Hd@Bx@T\BBEVM\a@N{@NsB
30259008,1_vòng_Phố_đi_bộ,Vietnam,3137.2,Haiphong,360,eth~Bk_ajSu@DWO]{@?IRM\ILIDcA[iAEc@_@cAm@wCO_B?gAKgAEeCQgAA_@M{AGkAUoAOi@SsAc@iBM_@S_@_AoA[Uy@_@q@QuASUAwA@SFU?u@LWT{@d@UF[DURAf@RdAZfA?\DWBUGiASmAA[_@qCK}ABKDIhA{ALADH@d@DZVjAH?FE`AUpAM`A@rAF|ATx@Tn@`@tAfAz@~@V^Rn@VpA`@`BJbATjAJb@N~BAhADz@@jAJrBRhALbBNj@f@~BZr@Df@Rz@^`AnAhBN\TH
38886955,The Lu run,Vietnam,1075.0,Hải Phòng,5823,quh~BgdajSUwAGc@?YIYIMEOAg@CGMME[Q_@?OI_@?SBUGe@N[?GCSQc@I]AeADc@KeAO]GWBq@Em@CGG_@BUCS?a@BMGi@MSI[KMF_@Eg@CKY[GUA[SSQq@IOQOOU_@WOKa@M]Ym@Si@EY@g@Ea@?ICSAmALU?CDAAQFK@UNI@
20450716,Cau dat str_to central,Vietnam,571.4,Hải Phòng,3485,aug~BqadjSuA~BGFa@Ts@dAs@x@i@t@[j@a@b@U^o@t@k@z@SRi@x@{A|Ag@`@s@`@
34030718,Cat Ba Pearl,Vietnam,633.1,Haiphong,4842,cwm}B}hklSZHf@VPPT^b@bBLj@@rAFR?TDLJz@FLH^?DDPBXHV?DJX?FRRRDXIZSj@UVQTGTOv@QVMLAt@WF@FCD@RCd@SJI
25517475, Bờ Nam Linh Đàm,Vietnam,560.1,Hà Nội,7321,ub}~Bsy|dSDY?UIcAMcAC}@UoBG_AQ{AGw@a@sDG_@a@cFG[GQ
28961254,VinhHoang Lake,Vietnam,1021.6,Hà Nội,1765,cva_Cy`deSFi@GiEQsAAg@D_@Ng@N_@Z[b@K`@CvB?r@EVBNd@PnADt@@tAHrBW~CAh@Ed@Q^q@Na@Pa@FcA@e@DWLYIUc@Ka@E[@qA
18907783,Cat Cat climb to Sapa,Vietnam,1848.4,Lào Cai,1196,uphgCsfvxRSSK[Ow@Ag@?]Jq@f@cBKc@k@a@cAc@[YIw@?YV]XGv@UZYNSRa@Ig@Ai@Jq@HYBg@?QOk@Ag@Jg@CaBBi@^qALS^SJUa@MSHgA`A_@R_At@c@|@]b@OnAUVGAEGEg@BcBAs@BUJ_@F_@Fk@Le@?IKUe@F_@N_@YQsAQgAIoACqBDYl@}@To@Lg@?i@Se@]U[wAk@y@s@s@
